name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,Procent_masy_max,Kategoria_masy
Hoba,11890,Valid,"Iron, IVB",60000000.0,Found,1920.0,-19.58333,17.91667,"(-19.583330, 17.916670)",100.0,j
Cape York,5262,Valid,"Iron, IIIAB",58200000.0,Found,1818.0,76.13333,-64.93333,"(76.133330, -64.933330)",97.0,j
Campo del Cielo,5247,Valid,"Iron, IAB-MG",50000000.0,Found,1575.0,-27.46667,-60.58333,"(-27.466670, -60.583330)",83.33333333333333,j
Armanty,2335,Valid,"Iron, IIIE",28000000.0,Found,1898.0,47.0,88.0,"(47.000000, 88.000000)",46.666666666666664,j
Gibeon,10912,Valid,"Iron, IVA",26000000.0,Found,1836.0,-25.5,18.0,"(-25.500000, 18.000000)",43.333333333333336,j
Mundrabilla,16852,Valid,"Iron, IAB-ung",24000000.0,Found,1911.0,-30.78333,127.55,"(-30.783330, 127.550000)",40.0,j
Sikhote-Alin,23593,Valid,"Iron, IIAB",23000000.0,Fell,1947.0,46.16,134.65333,"(46.160000, 134.653330)",38.333333333333336,j
Bacubirito,4919,Valid,"Iron, ungrouped",22000000.0,Found,1863.0,26.2,-107.83333,"(26.200000, -107.833330)",36.666666666666664,j
Bendegó,5015,Valid,"Iron, IC",5360000.0,Found,1784.0,-10.11667,-39.2,"(-10.116670, -39.200000)",8.933333333333334,i
Brenham,5136,Valid,"Pallasite, PMG-an",4300000.0,Found,1882.0,37.5825,-99.16361,"(37.582500, -99.163610)",7.166666666666667,i
Jilin,12171,Valid,H5,4000000.0,Fell,1976.0,44.05,126.16667,"(44.050000, 126.166670)",6.666666666666667,i
Vaca Muerta,24142,Valid,Mesosiderite-A1,3828000.0,Found,1861.0,-25.75,-70.5,"(-25.750000, -70.500000)",6.38,i
Xifu,54608,Valid,"Iron, IAB complex",3000000.0,Found,2004.0,36.3,120.48333,"(36.300000, 120.483330)",5.0,i
Al Haggounia 001,44857,Valid,Aubrite,3000000.0,Found,2006.0,27.5,-12.5,"(27.500000, -12.500000)",5.0,i
Toluca,24018,Valid,"Iron, IAB-sLL",3000000.0,Found,1776.0,19.56667,-99.56667,"(19.566670, -99.566670)",5.0,i
Allende,2278,Valid,CV3,2000000.0,Fell,1969.0,26.96667,-105.31667,"(26.966670, -105.316670)",3.3333333333333335,i
Ghubara,10911,Valid,L5,1750000.0,Found,1954.0,19.22778,56.14278,"(19.227780, 56.142780)",2.9166666666666665,i
Fukang,34491,Valid,"Pallasite, PMG",1003000.0,Found,2000.0,44.43333,87.63333,"(44.433330, 87.633330)",1.6716666666666666,i
Los Sauces,14710,Valid,Iron,997000.0,Found,1937.0,-29.41667,-66.85,"(-29.416670, -66.850000)",1.6616666666666666,i
Bondoc,5103,Valid,Mesosiderite-B4,888600.0,Found,1956.0,13.51667,122.45,"(13.516670, 122.450000)",1.481,i
Zerhamra,30403,Valid,"Iron, IIIAB-an",630000.0,Found,1967.0,29.85861,-2.645,"(29.858610, -2.645000)",1.05,i
Long Island,14694,Valid,L6,564000.0,Found,1891.0,39.93333,-99.6,"(39.933330, -99.600000)",0.94,h
Knyahinya,12335,Valid,L/LL5,500000.0,Fell,1866.0,48.9,22.4,"(48.900000, 22.400000)",0.8333333333333334,h
Ochansk,17979,Valid,H4,500000.0,Fell,1887.0,57.78333,55.26667,"(57.783330, 55.266670)",0.8333333333333334,h
Carbo,5266,Valid,"Iron, IID",454000.0,Found,1923.0,29.66667,-111.5,"(29.666670, -111.500000)",0.7566666666666667,h
Paragould,18101,Valid,LL5,408000.0,Fell,1930.0,36.06667,-90.5,"(36.066670, -90.500000)",0.68,h
Bjurböle,5064,Valid,L/LL4,330000.0,Fell,1899.0,60.4,25.8,"(60.400000, 25.800000)",0.55,h
Millbillillie,16643,Valid,Eucrite-mmict,330000.0,Fell,1960.0,-26.45,120.36667,"(-26.450000, 120.366670)",0.55,h
Estherville,10059,Valid,Mesosiderite-A3/4,320000.0,Fell,1879.0,43.41667,-94.83333,"(43.416670, -94.833330)",0.5333333333333333,h
Mocs,16709,Valid,L5-6,300000.0,Fell,1882.0,46.8,24.03333,"(46.800000, 24.033330)",0.5,h
Morland,16746,Valid,H6,295000.0,Found,1890.0,39.33333,-100.06667,"(39.333330, -100.066670)",0.49166666666666664,h
Clovis (no. 1),5385,Valid,H3.6,283000.0,Found,1961.0,34.3,-103.13472,"(34.300000, -103.134720)",0.4716666666666667,h
Saint-Séverin,23102,Valid,LL6,271000.0,Fell,1966.0,45.3,0.23333,"(45.300000, 0.233330)",0.45166666666666666,h
Miles,16641,Valid,"Iron, IIE",265000.0,Found,1992.0,-27.83333,150.33333,"(-27.833330, 150.333330)",0.44166666666666665,h
Dalgety Downs,5507,Valid,L4,257000.0,Found,1941.0,-25.33333,116.18333,"(-25.333330, 116.183330)",0.42833333333333334,h
Dhofar 020,6719,Valid,H4/5,256000.0,Found,2000.0,19.03333,54.51667,"(19.033330, 54.516670)",0.4266666666666667,h
Netschaëvo,16949,Valid,"Iron, IIE-an",250000.0,Found,1846.0,54.23333,35.15,"(54.233330, 35.150000)",0.4166666666666667,h
St. Genevieve County,23086,Valid,"Iron, IIIF",244500.0,Found,1888.0,37.96667,-90.31667,"(37.966670, -90.316670)",0.4075,h
Holbrook,11894,Valid,L/LL6,220000.0,Fell,1912.0,34.9,-110.18333,"(34.900000, -110.183330)",0.36666666666666664,h
Youxi,55793,Valid,Mesosiderite-C,218000.0,Found,2006.0,26.06,118.01,"(26.060000, 118.010000)",0.36333333333333334,h
Dimmitt,7645,Valid,H3.7,200000.0,Found,1942.0,34.58333,-102.16667,"(34.583330, -102.166670)",0.3333333333333333,h
Kainsaz,12229,Valid,CO3.2,200000.0,Fell,1937.0,55.43333,53.25,"(55.433330, 53.250000)",0.3333333333333333,h
Jiddat al Harasis 055,12119,Valid,L4-5,200000.0,Found,2004.0,19.65167,55.69,"(19.651670, 55.690000)",0.3333333333333333,h
Zag,30384,Valid,H3-6,175000.0,Fell,1998.0,27.33333,-9.33333,"(27.333330, -9.333330)",0.2916666666666667,h
Tamir-Tsetserleg,23799,Valid,Stone-uncl,173000.0,Found,1956.0,47.45,101.47917,"(47.450000, 101.479170)",0.28833333333333333,h
Longchang,14695,Valid,"Iron, IVA-an",158500.0,Found,1781.0,29.3,105.3,"(29.300000, 105.300000)",0.26416666666666666,h
Northwest Africa 5940,50826,Valid,H5-6,151000.0,Found,2009.0,0.0,0.0,"(0.000000, 0.000000)",0.25166666666666665,h
Mbale,15455,Valid,L5/6,150000.0,Fell,1992.0,1.06667,34.16667,"(1.066670, 34.166670)",0.25,h
Korra Korrabes,12347,Valid,H3,140000.0,Found,1996.0,-25.2,18.08333,"(-25.200000, 18.083330)",0.23333333333333334,h
Dong Ujimqin Qi,7706,Valid,Mesosiderite,128800.0,Fell,1995.0,45.5,119.03333,"(45.500000, 119.033330)",0.21466666666666667,h
Chebankol,5335,Valid,"Iron, IAB-sHL",127760.0,Found,1938.0,53.66667,88.0,"(53.666670, 88.000000)",0.21293333333333334,h
Bencubbin,5014,Valid,CBa,118000.0,Found,1930.0,-30.75,117.78333,"(-30.750000, 117.783330)",0.19666666666666666,h
Tafassasset,23779,Valid,CR-an,114000.0,Found,2000.0,20.76333,10.44167,"(20.763330, 10.441670)",0.19,h
Abee,6,Valid,EH4,107000.0,Fell,1952.0,54.21667,-113.0,"(54.216670, -113.000000)",0.17833333333333334,h
Murchison,16875,Valid,CM2,100000.0,Fell,1969.0,-36.61667,145.2,"(-36.616670, 145.200000)",0.16666666666666666,h
Dar al Gani 749,6296,Valid,CO3,95000.0,Found,1999.0,27.30167,15.7645,"(27.301670, 15.764500)",0.15833333333333333,h
Tulia (a),24066,Valid,H3-4,86000.0,Found,1917.0,34.61667,-101.95,"(34.616670, -101.950000)",0.14333333333333334,h
Carlton,5277,Valid,"Iron, IAB-sLM",81200.0,Found,1887.0,31.91667,-98.03333,"(31.916670, -98.033330)",0.13533333333333333,h
Soko-Banja,23661,Valid,LL4,80000.0,Fell,1877.0,43.66667,21.86667,"(43.666670, 21.866670)",0.13333333333333333,h
Unter-Mässing,24124,Valid,"Iron, IIC",80000.0,Found,1920.0,49.09028,11.33333,"(49.090280, 11.333330)",0.13333333333333333,h
Parnallee,18108,Valid,LL3.6,77600.0,Fell,1857.0,9.23333,78.35,"(9.233330, 78.350000)",0.12933333333333333,h
Łowicz,14718,Valid,Mesosiderite-A3,59000.0,Fell,1935.0,52.0,19.91667,"(52.000000, 19.916670)",0.09833333333333333,g
Aliskerovo,472,Valid,"Iron, IIIE-an",58400.0,Found,1977.0,67.88333,167.5,"(67.883330, 167.500000)",0.09733333333333333,g
Julesburg,12208,Valid,L3.6,57900.0,Found,1983.0,39.975,-102.26667,"(39.975000, -102.266670)",0.0965,g
